Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Nissan Terrano Xl Plus 85 Ps,Nyeri,2014,60000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,888000.0
Hyundai Grand I10 Crdi Sportz,Nairobi,2014,65000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,590520.0
Hyundai Santro Xing Xl Erlx Euro Iii,Thika,2008,51000,Petrol,Manual,First,17.0,1086.0,97.7,5.0,259000.0
Toyota Fortuner 4X2 At,Nairobi,2015,92000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2923000.0
Toyota Innova Crysta 2.4 Vx Mt,Kisumu,2017,31000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2508600.0
Maruti Baleno Zeta 1.2,Mombasa,2017,43917,Petrol,Manual,First,21.4,1197.0,83.1,5.0,1006400.0
Hyundai Santro Xing Xl Erlx Euro Iii,Kisumu,2007,46707,Petrol,Manual,First,17.0,1086.0,97.7,5.0,146520.0
Hyundai I10 Sportz 1.1L,Eldoret,2013,84000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,436600.0
Audi Q7 3.0 Tdi Quattro Premium Plus,Naivasha,2015,55662,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,6338840.0
Volvo S60 D4 Momentum,Kisumu,2014,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,3182000.0
Honda City I Vtec V,Nyeri,2015,24398,Petrol,Manual,First,17.8,1497.0,117.3,5.0,1169200.0
Maruti Alto K10 2010-2014 Vxi,Kisumu,2011,78000,Petrol,Manual,Second,20.92,998.0,67.1,5.0,340399.99999999994
Honda Brio 1.2 S Option Mt,Nairobi,2012,40315,Petrol,Manual,First,18.5,1198.0,86.8,5.0,407000.0
Mahindra Scorpio Vlx 2Wd Airbag Bsiv,Nyeri,2011,83000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,993080.0
Renault Duster 110Ps Diesel Rxl Amt,Mombasa,2017,58151,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,1420800.0
Hyundai Creta 1.6 Crdi Sx,Mombasa,2017,30519,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1895880.0
Tata Tiago 1.2 Revotron Xz,Naivasha,2019,20712,Petrol,Manual,First,23.84,1199.0,84.0,5.0,1027120.0
Mahindra Xuv500 W6 2Wd,Nairobi,2015,48000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1398599.9999999998
Volkswagen Vento 1.5 Tdi Highline,Kisumu,2015,85000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,888000.0
Mercedes-Benz B Class B180,Nairobi,2013,32000,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,1628000.0
Maruti Sx4 Vxi Bsiv,Nairobi,2011,52000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,384800.0
Hyundai Getz Gle,Kisumu,2007,58307,Petrol,Manual,First,15.3,1341.0,83.0,5.0,288600.0
Bmw 6 Series Gran Coupe,Nairobi,2013,30000,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,6660000.0
Audi A4 2.0 Tdi 177 Bhp Premium Plus,Mombasa,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,3256000.0
Hyundai I20 Asta Option 1.2,Kisumu,2015,36000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,725200.0000000001
Nissan Terrano Xl D Option,Mombasa,2015,58817,Diesel,Manual,First,19.87,1461.0,83.14,5.0,925000.0
Volkswagen Vento Konekt Diesel Highline,Mombasa,2013,55000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,902800.0
Hyundai I10 Sportz,Nairobi,2011,39000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,384800.0
Lamborghini Gallardo Coupe,Nairobi,2011,6500,Petrol,Automatic,Third,6.4,5204.0,560.0,2.0,17760000.0
Jaguar Xf 3.0 Litre S Premium Luxury,Kisumu,2012,35000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,4292000.0
Maruti Swift Dzire Vxi,Eldoret,2010,49900,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,488400.0
Tata Indica Vista Quadrajet Vx,Kisumu,2013,99500,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,451400.0
Hyundai I20 Asta 1.4 Crdi,Kisumu,2012,33249,Diesel,Manual,First,21.27,1396.0,88.76,5.0,481000.0
Hyundai Xcent 1.2 Kappa S Option,Nairobi,2014,52000,Petrol,Manual,First,19.1,1197.0,81.86,5.0,555000.0
Toyota Innova 2.5 Vx (Diesel) 7 Seater,Nairobi,2015,45000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1961000.0
Tata Tiago 1.2 Revotron Xz,Kisumu,2017,22000,Petrol,Manual,First,23.84,1199.0,84.0,5.0,710400.0
Renault Kwid Rxl,Mombasa,2019,7858,Petrol,Manual,First,25.17,799.0,53.3,5.0,562400.0
Toyota Innova 2.5 V Diesel 7-Seater,Eldoret,2011,112000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1258000.0
Mercedes-Benz E-Class 2015-2017 E250 Cdi Avantgarde,Naivasha,2016,41082,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,5736480.0
Honda City 1.5 S At,Thika,2009,72000,Petrol,Automatic,First,16.8,1497.0,116.4,5.0,473600.0
Hyundai I10 Sportz 1.2,Kisumu,2011,84912,Petrol,Manual,First,20.36,1197.0,78.9,5.0,518000.0
Hyundai Creta 1.6 Crdi Sx Option,Eldoret,2015,70000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1813000.0
Honda Amaze Vx Petrol,Nairobi,2014,21000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,703000.0
Volkswagen Polo 1.2 Mpi Trendline,Nairobi,2016,27000,Petrol,Manual,First,18.78,999.0,74.0,5.0,666000.0
Hyundai I10 Magna 1.2,Kisumu,2012,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,347800.0
Renault Pulse Rxl,Kisumu,2014,48425,Diesel,Manual,First,23.08,1461.0,63.12,5.0,503200.0
Volkswagen Vento 1.5 Tdi Highline At,Eldoret,2016,19000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,1480000.0
Toyota Innova 2.5 Vx (Diesel) 7 Seater Bs Iv,Kisumu,2012,210000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,1332000.0
Toyota Corolla Altis G,Nairobi,2013,64000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,769600.0
Hyundai Verna Crdi,Mombasa,2006,200000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,273800.0
Mercedes-Benz Gl-Class 350 Cdi Blue Efficiency,Mombasa,2013,100000,Diesel,Automatic,Second,11.3,2987.0,254.8,7.0,5624000.0
Renault Duster 85Ps Diesel Rxl Optional,Mombasa,2013,69140,Diesel,Manual,First,20.46,1461.0,83.8,5.0,756280.0000000001
Skoda Rapid 1.6 Mpi Ambition,Naivasha,2019,21214,Petrol,Manual,First,15.41,1598.0,103.52,5.0,1429680.0
Hyundai I10 Sportz 1.2,Kisumu,2015,28000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,503200.0
Mahindra Kuv 100 Mfalcon G80 K8,Mombasa,2017,29085,Petrol,Manual,First,18.15,1198.0,82.0,6.0,864320.0
Maruti Celerio Vxi Amt,Kisumu,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,562400.0
Maruti A-Star At Vxi,Nairobi,2012,32910,Petrol,Automatic,First,16.98,998.0,66.1,5.0,370000.0
Honda City I Dtec Vx,Kisumu,2015,30000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,1028600.0
Skoda Superb 1.8 Tsi,Eldoret,2010,35102,Petrol,Automatic,First,12.6,1798.0,161.6,5.0,814000.0
Hyundai Grand I10 Sportz,Naivasha,2017,22831,Petrol,Manual,First,18.9,1197.0,82.0,5.0,916120.0
Renault Duster 85Ps Diesel Rxl,Kisumu,2013,74911,Diesel,Manual,First,20.45,1461.0,83.8,5.0,888000.0
Hyundai Grand I10 Magna,Eldoret,2015,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,555000.0
Ford Ecosport 1.5 Tdci Titanium,Mombasa,2018,37160,Diesel,Manual,First,22.77,1498.0,98.59,5.0,1400080.0000000002
Nissan Sunny 2011-2014 Xl,Nyeri,2011,41000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,444000.0
Ford Figo Aspire 1.5 Tdci Titanium,Mombasa,2016,37294,Diesel,Manual,First,25.83,1498.0,99.0,5.0,851000.0
Honda Civic 2006-2010 1.8 V Mt,Naivasha,2009,56927,Petrol,Manual,First,13.5,1799.0,130.0,5.0,652680.0
Renault Kwid Rxt Optional,Mombasa,2017,21954,Petrol,Manual,First,25.17,799.0,53.3,5.0,547600.0
Honda Brio Ex Mt,Kisumu,2014,50000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,370000.0
Maruti Swift Zxi Abs,Naivasha,2012,78212,Petrol,Manual,First,16.1,1298.0,88.2,5.0,791800.0
Hyundai I20 Magna Optional 1.4 Crdi,Nairobi,2013,64500,Diesel,Manual,First,21.9,1396.0,88.8,5.0,540200.0
Skoda Superb Elegance 2.0 Tdi Cr At,Nairobi,2014,51000,Diesel,Automatic,First,17.2,1968.0,138.03,5.0,1924000.0
Maruti Wagon R Lxi Bsii,Nairobi,2012,52000,Petrol,Manual,First,18.9,998.0,67.1,5.0,362600.00000000006
Volkswagen Vento 1.5 Tdi Highline At,Nairobi,2015,120000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,851000.0
Honda City I Dtec S,Naivasha,2017,65792,Diesel,Manual,First,26.0,1498.0,98.6,5.0,1200280.0
Hyundai I20 1.4 Sportz,Thika,2018,30000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,1147000.0
Nissan Micra Xv Cvt,Naivasha,2017,54387,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,865800.0
Renault Kwid Rxt Optional,Nairobi,2018,1617,Petrol,Manual,First,25.17,799.0,53.3,5.0,634920.0
Honda City I-Dtec Sv,Kisumu,2015,82000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,1184000.0
Toyota Innova Crysta 2.4 G Mt 8S,Nairobi,2017,20000,Diesel,Manual,First,13.68,2393.0,147.8,8.0,2442000.0
Maruti Baleno Alpha 1.3,Nyeri,2015,98000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,814000.0
Ford Ecosport 1.5 Tdci Trend,Nairobi,2015,57000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,939800.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Nyeri,2013,250000,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,1169200.0
Ford Ecosport 1.5 Dv5 Mt Ambiente,Kisumu,2014,56549,Diesel,Manual,First,22.7,1498.0,89.84,5.0,1065600.0
Volkswagen Polo Diesel Comfortline 1.2L,Nakuru,2012,78500,Diesel,Manual,First,22.07,1199.0,73.9,5.0,540200.0
Hyundai I20 Sportz 1.4 Crdi,Mombasa,2016,55036,Diesel,Manual,First,22.54,1396.0,88.73,5.0,939800.0
Renault Duster 85Ps Diesel Rxl Explore,Eldoret,2016,55000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,1154400.0
Ford Ikon 1.3 Flair,Mombasa,2007,90000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,207200.0
Ford Endeavour Xlt Tdci 4X2,Mombasa,2007,155000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,814000.0
Maruti Baleno Delta 1.3,Kisumu,2018,17810,Diesel,Manual,First,27.39,1248.0,74.0,5.0,1258000.0
Mercedes-Benz New C-Class C 220 Cdi Elegance At,Mombasa,2011,42408,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,1551040.0
Maruti Esteem Vxi - Bsiii,Thika,2005,81000,Petrol,Manual,Second,15.9,1298.0,85.0,5.0,111000.0
Tata Indigo Xl Grand Petrol,Eldoret,2008,52000,Petrol,Manual,Second,12.85,1396.0,99.6,5.0,192400.0
Bmw 5 Series 525D Sedan,Nairobi,2013,35000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,3108000.0
Hyundai Santro Xing Gl Plus,Nairobi,2013,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,340399.99999999994
Skoda Octavia 2.0 Tdi At Style Plus,Nairobi,2015,27000,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,2212600.0
Audi A6 2011-2015 35 Tdi Technology,Naivasha,2017,55975,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,5316160.0
Ford Figo 1.5D Trend Mt,Eldoret,2016,115000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,666000.0
Mahindra Xylo D4 Bs Iii,Kisumu,2016,132000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,814000.0
Maruti Celerio Zxi At,Nairobi,2015,40337,Petrol,Automatic,First,23.1,998.0,67.04,5.0,658600.0
Toyota Innova 2.5 G4 Diesel 8-Seater,Mombasa,2008,192000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,1013800.0
Hyundai Grand I10 Crdi Asta,Nakuru,2016,50000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,814000.0
Hyundai Grand I10 1.2 Kappa Sportz,Mombasa,2016,28147,Petrol,Manual,First,18.9,1197.0,81.86,5.0,750360.0
Hyundai Grand I10 Sportz,Nairobi,2015,20000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,569800.0
Hyundai Elite I20 Petrol Asta,Mombasa,2016,11000,Petrol,Manual,First,18.6,1197.0,81.86,5.0,1176600.0
Maruti Zen Estilo Lxi Bsiii,Nyeri,2009,63000,Petrol,Manual,Second,18.2,998.0,67.1,5.0,185000.0
Maruti Alto K10 2010-2014 Vxi,Mombasa,2014,36967,Petrol,Manual,First,20.92,998.0,67.1,5.0,538720.0
Toyota Fortuner 4X2 Manual,Nyeri,2016,73053,Diesel,Manual,First,13.0,2982.0,168.5,7.0,2960000.0
Mahindra Thar Crde Ac,Naivasha,2019,16392,Diesel,Manual,First,16.55,2498.0,105.0,6.0,1533280.0
Hyundai Santro Xing Xo,Mombasa,2007,79000,Petrol,Manual,First,17.0,1086.0,97.7,5.0,273800.0
Toyota Etios G,Nyeri,2013,67000,Petrol,Manual,Second,16.78,1496.0,88.73,5.0,599400.0
Mercedes-Benz Gl-Class 2007 2012 350 Cdi Luxury,Nairobi,2015,48600,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,7178000.0
Renault Duster 110Ps Diesel Rxz,Nakuru,2014,70000,Diesel,Manual,First,19.6,1461.0,108.45,5.0,1221000.0
Maruti Swift Vdi,Eldoret,2014,84000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,777000.0
Volkswagen Vento Magnific 1.6 Comfortline,Nairobi,2013,49106,Petrol,Manual,First,15.04,1598.0,103.2,5.0,651200.0000000001
Skoda Superb L&K 2.0 Tdi At,Nairobi,2017,35000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,3811000.0
Bmw 3 Series 330D Convertible,Mombasa,2014,51240,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,4368960.0
Maruti Wagon R Vxi Bs Iv,Kisumu,2011,37000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,310800.0
Renault Kwid Rxt,Mombasa,2017,32587,Petrol,Manual,First,25.17,799.0,53.3,5.0,549080.0
Ford Endeavour 4X2 Xlt Limited Edition,Eldoret,2009,180000,Diesel,Manual,First,10.9,2499.0,143.0,7.0,1110000.0
Maruti Vitara Brezza Zdi Plus Dual Tone,Mombasa,2017,21248,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1397120.0
Hyundai Santro Xing Xo Erlx Euro Ii,Eldoret,2006,47200,Petrol,Manual,Second,17.0,1086.0,97.7,5.0,177600.0
Mercedes-Benz E-Class 200 Kompressor Elegance,Nairobi,2014,40000,Petrol,Automatic,First,10.5,1796.0,157.7,5.0,3552000.0
Mercedes-Benz C-Class Progressive C 220D,Thika,2019,4000,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,5180000.0
Maruti Ertiga Vxi Cng,Nairobi,2017,23700,Cng,Manual,First,17.5,1373.0,80.46,7.0,1221000.0
Audi A4 2.0 Tdi Celebration Edition,Nairobi,2011,57000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,1443000.0
Hyundai Grand I10 Asta,Kisumu,2014,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,510600.0
Mitsubishi Pajero Sport 4X4,Nyeri,2014,70000,Diesel,Manual,Second,13.5,2477.0,175.56,7.0,1753800.0
Mercedes-Benz New C-Class C 250 Cdi Avantgarde,Naivasha,2012,92469,Diesel,Automatic,Second,19.71,2143.0,201.15,5.0,2388720.0
Maruti Wagon R Lxi Cng,Eldoret,2015,55000,Cng,Manual,First,26.6,998.0,58.16,5.0,547600.0
Maruti Alto K10 Vxi Ags,Thika,2017,20000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,592000.0
Hyundai I20 Sportz 1.2,Nairobi,2015,42000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,858400.0
Maruti Swift Dzire Vdi,Kisumu,2014,28000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,688200.0000000001
Mercedes-Benz R-Class R350 4Matic Long,Eldoret,2010,93000,Petrol,Automatic,Second,11.8,3498.0,272.0,7.0,2220000.0
Ford Ecosport 1.5 Ti Vct At Titanium,Nairobi,2015,23000,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,1006400.0
Honda City I Dtec Vx Option,Nakuru,2016,36000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,1517000.0
Maruti Alto K10 2010-2014 Vxi,Mombasa,2014,52000,Petrol,Manual,First,20.92,998.0,67.1,5.0,399600.0
Maruti Ertiga Zdi,Kisumu,2015,59245,Diesel,Manual,First,20.77,1248.0,88.8,7.0,1258000.0
Hyundai I20 Diesel Asta Option,Eldoret,2018,31000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,1147000.0
Tata Indigo Cs Eglx Bs Iv,Eldoret,2015,83000,Petrol,Manual,First,15.64,1193.0,64.08,5.0,399600.0
Maruti Alto Std,Kisumu,2004,81500,Petrol,Manual,Second,19.7,796.0,46.3,5.0,192400.0
Maruti Estilo Lxi,Mombasa,2008,51000,Petrol,Manual,Second,19.5,1061.0,97.7,5.0,259000.0
Hyundai Creta 1.6 Sx,Kisumu,2018,9900,Petrol,Manual,First,15.8,1591.0,121.3,5.0,1953600.0
Maruti Wagon R Lx,Eldoret,2004,94000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,148000.0
Toyota Etios V,Mombasa,2017,27100,Petrol,Manual,First,16.78,1496.0,88.73,5.0,942760.0
Toyota Etios V,Kisumu,2015,12000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,666000.0
Renault Duster 110Ps Diesel Rxz Optional With Nav,Nairobi,2013,29000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,962000.0
Maruti Swift Dzire Vdi Bsiv,Nairobi,2013,65000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,738520.0
Mercedes-Benz Glc 220,Naivasha,2017,50794,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,6408400.0
Ford Ecosport 1.5 Dv5 Mt Titanium Optional,Nairobi,2014,59000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,962000.0
Maruti Wagon R Lxi Cng,Nairobi,2012,72000,Cng,Manual,First,26.2,998.0,58.2,5.0,333000.0
Maruti Ciaz 1.4 At Alpha,Kisumu,2017,15234,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,1472599.9999999998
Ford Ecosport 1.5 Dv5 Mt Titanium,Nairobi,2015,44000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,1087800.0
Tata Zest Quadrajet 1.3 75Ps Xe,Kisumu,2016,125000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,680799.9999999999
Ford Endeavour 3.0L 4X4 At,Mombasa,2011,100000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,1258000.0
Renault Duster 110Ps Diesel Rxz Amt,Naivasha,2017,34686,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,1755280.0
Nissan X-Trail Slx Mt,Eldoret,2011,98000,Diesel,Manual,First,14.42,1995.0,147.6,5.0,1184000.0
Toyota Fortuner 4X4 At,Nairobi,2015,90000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,3182000.0
Chevrolet Aveo U-Va 1.2 Ls,Eldoret,2007,81000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,192400.0
Skoda Rapid 1.6 Tdi Ambition,Mombasa,2012,55000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,873200.0
Mahindra Xuv500 W8 4Wd,Nakuru,2013,52910,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,1406000.0
Maruti Swift Dzire Zdi,Mombasa,2010,100000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,666000.0
Skoda Octavia Elegance 1.9 Tdi,Kisumu,2003,132000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,333000.0
Chevrolet Enjoy Petrol Ls 7 Seater,Nairobi,2014,18000,Petrol,Manual,First,13.7,1399.0,98.82,7.0,495800.0
Hyundai Accent Gle,Kisumu,2005,50000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,103600.0
Mercedes-Benz New C-Class C 200 Cgi,Nakuru,2012,33000,Petrol,Automatic,First,14.74,1991.0,184.0,5.0,2368000.0
Renault Duster 85Ps Diesel Rxe,Eldoret,2014,30000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,1184000.0
Jaguar F Type 5.0 V8 S,Kisumu,2015,8000,Petrol,Automatic,First,12.5,5000.0,488.1,2.0,14800000.0
Hyundai Verna 1.6 Sx,Mombasa,2012,58646,Diesel,Manual,First,22.32,1582.0,126.32,5.0,701520.0
Mercedes-Benz E-Class 2015-2017 E250 Cdi Avantgarde,Nairobi,2016,21000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,5328000.0
Volkswagen Vento Petrol Highline,Mombasa,2015,57026,Petrol,Manual,First,15.04,1598.0,103.6,5.0,819920.0
Skoda Superb Style 2.0 Tdi At,Nairobi,2017,42000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,3402520.0
Mahindra Scorpio 1.99 S4 Plus,Mombasa,2017,26741,Diesel,Manual,First,15.4,1997.0,120.0,7.0,1491840.0
Skoda Laura Classic 1.8 Tsi,Eldoret,2010,85000,Petrol,Manual,First,17.5,1798.0,97.7,5.0,421800.0
Maruti 800 Dx Bsii,Eldoret,2000,78000,Petrol,Manual,First,16.1,796.0,37.0,4.0,81400.00000000001
Audi Q5 3.0 Tdi Quattro Technology,Naivasha,2018,29091,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,6736960.0
Mahindra Nuvosport N6,Naivasha,2018,37323,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,1078920.0
Volkswagen Vento Diesel Highline,Mombasa,2011,55595,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,636400.0
Maruti Swift Dzire Vxi Optional,Mombasa,2015,49900,Petrol,Manual,First,20.85,1197.0,83.14,5.0,710400.0
Maruti Ertiga Vxi,Nairobi,2012,52500,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,777000.0
Maruti Alto 800 2016-2019 Lxi,Mombasa,2016,5700,Petrol,Manual,First,24.7,796.0,47.3,5.0,414400.0
Hyundai I20 Magna 1.4 Crdi (Diesel),Mombasa,2014,53340,Diesel,Manual,First,21.9,1396.0,88.76,5.0,643799.9999999999
Ford Ecosport 1.5 Dv5 Mt Titanium,Kisumu,2014,57000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,812520.0
Maruti Alto K10 Lxi Cng,Eldoret,2015,59525,Cng,Manual,Second,32.26,998.0,58.2,4.0,458800.0
Volkswagen Vento 1.5 Tdi Highline,Nakuru,2014,58000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,962000.0
Mahindra Scorpio Vlx 2Wd Airbag Bsiii,Nakuru,2011,73000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,947200.0
Ford Figo Aspire 1.5 Tdci Titanium Plus,Mombasa,2016,33554,Diesel,Manual,First,25.83,1498.0,99.0,5.0,920560.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Nairobi,2012,106000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,1243200.0
Maruti Dzire Ldi,Eldoret,2018,27000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,873200.0
Renault Kwid Rxl,Eldoret,2018,1000,Petrol,Manual,First,25.17,799.0,53.3,5.0,503200.0
Ford Endeavour 2.5L 4X2 Mt,Nyeri,2011,119000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,962000.0
Mahindra Jeep Mm 540 Dp,Mombasa,2002,75000,Diesel,Manual,First,0.0,2112.0,97.7,6.0,251600.0
Ford Ecosport 1.0 Ecoboost Titanium Plus,Nairobi,2015,64000,Petrol,Manual,First,18.88,999.0,123.24,5.0,888000.0
Hyundai Creta 1.6 Crdi Sx,Kisumu,2016,63738,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1761200.0
Bmw 5 Series 2013-2017 530D M Sport,Nakuru,2016,16000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,7104000.0
Maruti Ertiga Vxi At Petrol,Nairobi,2017,28000,Petrol,Automatic,First,18.69,1462.0,103.0,7.0,1184000.0
Skoda Laura L And K At,Kisumu,2007,91000,Diesel,Automatic,Second,15.6,1896.0,106.0,5.0,362600.00000000006
Chevrolet Beat Ls,Kisumu,2013,25000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,259000.0
Audi Q3 2.0 Tdi,Nakuru,2014,65630,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,3219000.0
Honda City 1.5 V Mt,Eldoret,2014,48094,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1073000.0
Maruti Swift Lxi Bsiii,Eldoret,2009,90456,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,444000.0
Ford Figo Diesel Exi,Nyeri,2012,140000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,371479.99999999994
Toyota Fortuner 4X4 At,Mombasa,2015,95000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2900800.0000000005
Mercedes-Benz New C-Class 200 Cdi Classic,Eldoret,2013,79000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,2294000.0
Toyota Innova 2.5 Gx (Diesel) 7 Seater,Mombasa,2012,96000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,1702000.0
Honda City 1.5 Exi,Naivasha,2004,186679,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,260480.0
Honda Amaze S I-Dtech,Nyeri,2015,91000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,692640.0
Toyota Corolla Altis 1.8 G Cvt,Nairobi,2010,109703,Petrol,Automatic,Second,14.28,1798.0,138.03,5.0,592000.0
Tata Indica Vista Quadrajet Vx,Kisumu,2012,110000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,414400.0
Mahindra Xuv500 W8 2Wd,Nairobi,2012,35000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1221000.0
Maruti Ritz Vdi,Kisumu,2010,47722,Diesel,Manual,First,21.1,1248.0,73.9,5.0,251600.0
Mercedes-Benz New C-Class C 200 Avantgarde,Nairobi,2013,25000,Petrol,Automatic,First,14.74,1991.0,181.04,5.0,2197800.0
Hyundai Verna Vtvt 1.6 At Sx Option,Nairobi,2018,8000,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,1901800.0
